ja3_int,ja3s_int,sni_len,sni_entropy,sni_is_ip,ja3_freq,sni_freq,ja3_reuse_cnt,iat_mean,iat_std,iat_cv,iat_cnt
141459,19419,23,3.7622673906514947,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,23,3.7622673906514947,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,133602,20,3.5219280948873624,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,182303,15,3.1898980954642866,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,182303,15,3.1898980954642866,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,182303,17,3.337175341123077,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,182303,11,3.0957952550009344,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,182303,11,3.0957952550009344,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,18,3.4193819456463714,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,13,2.873140679513133,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,13,2.873140679513133,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,209340,16,3.1556390622295662,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,209340,16,3.1556390622295662,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,14942,14,3.128085278891395,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,14942,14,3.128085278891395,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,14942,14,3.128085278891395,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,14942,14,3.128085278891395,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,14942,14,3.128085278891395,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,14942,14,3.128085278891395,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,133602,22,3.477175233435623,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,112783,23,3.6211755429194716,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,112783,21,3.6304126608739975,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,112783,23,3.6211755429194716,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,112783,21,3.6304126608739975,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,95294,16,3.5,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,117876,18,3.4613201402110083,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,117876,18,3.4613201402110083,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,117876,18,3.4613201402110083,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,117876,18,3.4613201402110083,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,117876,18,3.4613201402110083,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,117876,18,3.4613201402110083,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,117876,18,3.4613201402110083,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,165602,17,3.4992275471326932,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,165602,17,3.4992275471326932,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,94686,17,3.4992275471326932,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
